1463948931;Some text layers in the document where updated. Therefore they can differ from the original version.;Niektóre warstwy tekstowe w dokumencie zostały zaktualizowane. Mogą się one różnić od wersji oryginalnej.;
3952994028;This document contains events which are not supported by this Artweaver version. Those events will be ignored.;Ten dokument zawiera wydarzenia, które nie są obsługiwane przez tę wersję Artweaver. Wydarzenia te zostaną zignorowane.;
1210024428;Those events were created with a newer version of Artweaver. Therefore they can differ from the original version. Continue?;To wydarzenie zostało utworzone za pomocą nowszej wersji Artweaver. Może się ono różnić od wersji oryginalnej. Kontynuować?;
3918576910;%d events were successfully replayed in %s.;%d wydarzeń zostało pomyślnie odtworzonych w ciągu %s.;
3312977572;The event file is protected. Therefore events can only be replayed.;Plik wydarzenia jest chroniony. Możliwe jest tylko odtworzenie wydarzenia.;
1641941072;The event file contains unsupported events. Those events were ignored.;Plik wydarzeń zawierał nieobsługiwane wydarzenia. Wydarzenia te zostały zignorowane.;
528416010;Events replaying was stopped.;Odtwarzanie wydarzeń zostało zatrzymane.;
2059860308;Those events were created with an older version of Artweaver. Therefore they can differ from the original version. Continue?;To wydarzenie zostało utworzone za pomocą starszej wersji Artweaver. Może się ono różnić od wersji oryginalnej. Kontynuować?;
4238780336;Copy;Kopiuj;
2890530876;Select All;Zaznacz wszystko;
2973343874;Render;Renderowanie;
1954494821;Sharpen;Wyostrzanie;
263248435;Stylize;Stylizacja;
5417095;Noise;Szum;
1824330176;Texture;Tekstura;
2504809578;Distort;Zniekształcanie;
12853564;Blur;Rozmycie;
2418833121;Other;Inne;
3591506820;Image size: %s;Rozmiar obrazu: %s;
2181017863;Custom;Niestandardowy;
1151198715;Select color:;Wybierz kolor:;
2880416754;Save preset;Zapisz ustawienie predefiniowane;
1251019015;Name:;Nazwa:;
466340113;That preset already exists. Please choose a different name for this preset.;Ten schemat już istnieje. Wybierz inną nazwę dla tego schematu.;
2170243135;Delete the preset "%s"?;Usunąć ustawienie predefiniowane "%s"?;
1721666890;Initializing Application;Inicjowanie aplikacji;
2609406103;Loading Fonts;Wczytywanie czcionek;
1627500565;Initializing Plugins;Inicjowanie wtyczek;
10176514;Loading Plugin: %s;Wczytywanie wtyczki: %s;
208486492;Initializing Devices;Inicjowanie urządzeń;
3228844656;Initializing Tools;Inicjowanie narzędzi;
2400864514;%d-bit;%d bitowy;
3516519512;Save changes to "%s" before closing?;Zapisać zmiany w "%s" przed zamknięciem?;
1277264673;All text layers must be rasterized before proceeding. The text will no longer be editable. Rasterize all text?;Wszystkie warstwy tekstowe muszą zostać poddane rasteryzacji przed kontynuowaniem. W przypadku rasteryzacji ich tekst nie będzie już dostępny do edycji. Zrasteryzować cały tekst?;
3931265126;This text layer must be rasterized before proceeding. Its text will no longer be editable. Rasterize the text?;Ta warstwa tekstowa musi zostać poddana rasteryzacji przed kontynuowaniem. W przypadku rasteryzacji jej tekst nie będzie już dostępny do edycji. Zrasteryzować tekst?;
706345020;The following features are not supported by this file format and may not saved or may saved only partially:;Następujące funkcje nie są wspierane przez ten format pliku i mogą zostać niezapisane lub zostaną zapisane tylko częściowo:;
1198427438;16-bit mode;Tryb 16 bitowy;
1940269300;Layers;Warstwy;
3726802748;Text layers;Warstwy tekstu;
4081257166;Group layers;Warstwy grup;
4190212796;Impasto;Impast;
3495830920;Selections;Zaznaczenia;
1792742400;Misc data;Pozostałe dane;
2747022868;New tablet tool detected: %s;Wykryto nowy tablet: %s;
3159028245;Pen;Pióro;
4288114627;%d pixels x %d pixels, Res. %d dpi;%d pikseli x %d pikseli, rozdzielczość %d dpi;StatusBar
4112834193;Memory: %s/%s;Pamięć: %s/%s;StatusBar
622164519;Doc: %s/%s;Dokument: %s/%s;StatusBar
2952303353;Layers: %d;Warstwy: %d;StatusBar
2735215691;File Sizes;Rozmiar pliku;
1404559137;Document Dimensions;Wymiary dokumentu;
4183019427;Current Tool;Aktualne narzędzie;
215027435;Memory Usage;Zużycie pamięci;
2222868119;Layer Count;Liczba warstw;
1352615390;All Formats;Wszystkie formaty;
4125870743;Delete the layer group "%s" and its contents or delete only the group?;Usunąć grupę warstw "%s" wraz z zawartością, czy tylko grupę?;
3418012071;Delete the layer "%s" ?;Usunąć warstwę "%s"?;
419987236;Apply impasto effect before deleting it?;Zastosować efekt impast przed usunięciem?;
4063873111;New;Nowy;
1545878057;Select foreground color:;Wybierz kolor pierwszoplanowy:;
4119161627;Select background color:;Wybierz kolor tła:;
720137970;A new version of %s is available!;Dostępna jest nowa wersja %s!;
1710256034;There is an update for %s available. Would you like to download and install it now?;Dostępna jest aktualizacja %s. Czy chcesz ją teraz pobrać i zainstalować?;
4019339682;No updates are available. Your %s version is up to date.;Brak dostępnych aktualizacji. Twoja wersja %s jest aktualna.;
3565179902;An unknown error occurred while checking for %s updates.;Wystąpił nieznany błąd podczas sprawdzania dostępności aktualizacji %s.;
1408580451;An unknown error occurred while updating %s.;Wystąpił nieznany błąd podczas aktualizacji %s.;
1987030760;About %s;O programie %s;
3905028885;Version %s;Wersja %s;
40672744;All rights reserved.;Wszelkie prawa zastrzeżone.;
1374241700;This product is licensed.;Ten produkt jest licencjonowany.;
43679921;LIMITED TEST VERSION;LIMITOWANA WERSJA TESTOWA;Keep upper case
3980243755;Serial number: %s;Numer seryjny: %s;
977612631;The application %s has encountered an unknown error. We are sorry for the inconvenience.;Aplikacja %s napotkała na nieznany błąd. Przepraszamy za niedogodności.;
1902660559;An error report has been created that can be sent to the manufacturer to improve %s. This error report will be treated confidential and anonymous.;Został utworzony raport o błędzie, który możesz wysłać do producenta, aby pomóc w ulepszeniu %s. Raport ten będzie traktowany jako poufny i anonimowy.;
2764871366;Send Error Report;Wyślij raport o błędzie;
2468907685;General;Ogólne;
1658391442;Size;Rozmiar;
3554050009;Grain;Ziarno;
3542086184;Angle;Kąt;
3322206477;Spacing;Odstęp;
1581511534;Stroke;Pociągnięcie;
2172995485;Blending;Mieszanie;
1236179655;Jitter;Drganie;
41601013;Bristles;Włosie;
1293750044;Water;Woda;
3201854463;± R:;± R:;
3974228618;± G:;± G:;
2089293778;± B:;± B:;
14178227;± H:;± H:;
4224845000;± S:;± S:;
1719569133;± L:;± L:;
1740619647;Brush tip profile;Profil końcówki pędzla;Tooltip
3550515395;%s expression;Ekspresja %s;Tooltip
3170941579;Opacity;Krycie;Tooltip
1211954511;Feature;Funkcja;Tooltip
2015866820;Flow;Przepływ;Tooltip
4266510247;Rate;Współczynnik;Tooltip
1983914030;Merge Opacity;Scal krycie;Tooltip
847470083;Resaturation;Nasycenie;Tooltip
2017453833;Bleed;Nasączenie;Tooltip
3912999088;Smooth;Wygładź;Tooltip
1976650953;Invert %s expression;Odwróć ekspresję %s;Tooltip
2210711187;Paper;Papier;Tooltip
2568590507;Gradient;Gradient;Tooltip
3520818798;Custom Shape;Niestandardowy kształt;Tooltip
3266818337;Brushes;Pędzle;Tooltip
2245287417;Replace current color set with with the default colors?;Zastąpić obecny zestaw kolorów domyślnymi kolorami?;
3771309432;Replace current color set with the swatches from "%s"?;Zastąpić obecny zestaw kolorów próbkami z "%s"?;
1887522262;Delete the selection "%s"?;Usunąć zaznaczenie "%s"?;
1750600258;Undo;Cofnij;
1183668092;Undo: %s;Cofnij: %s;
1698530358;Redo;Ponów;
4173513749;Redo: %s;Ponów: %s;
793642598;Background from Layer;Warstwa z tła;
3440584842;Layer from Background...;Warstwa z tła...;
846801324;Merge Layer Group;Połącz grupę warstw;
48322576;Merge Down;Połącz niższe;
3465367261;Show Grid;Pokaż siatkę;
3387057969;Hide Grid;Ukryj siatkę;
2322000277;Show Perspective Grid;Pokaż siatkę perspektywy;
2759136935;Hide Perspective Grid;Ukryj siatkę perspektywy;
2215618324;Show Guides;Pokaż prowadnice;
922939384;Hide Guides;Ukryj prowadnice;
2083465464;Show Impasto;Pokaż impast;
2328415254;Hide Impasto;Ukryj impast;
2909972071;Show %s;Pokaż %s;
2666207943;Hide %s;Ukryj %s;
1290275875;Last Filter;Ostatni filtr;
271111202;Artweaver was unexpectedly quit. There are recovery information of all previous opened documents available. Do you want to restore them?;Artweaver został nieoczekiwanie zamknięty. Kopia zapasowa dysponuje informacjami o wszystkich poprzednio otwartych dokumentach. Czy chcesz je przywrócić?;
2465181173;%d documents were successfully restored from the last recovery information;%d dokument został pomyślnie przywrócony z ostatniej kopii zapasowej.;
1839489076;This cannot be undone. Continue?;Nie można tego cofnąć. Kontynuować?;
1965083060;About %s...;O programie %s...;
2758567827;Services;Usługi;macOS app menu
1255040651;Hide Others;Ukryj pozostałe;macOS app menu
1226127106;Show All;Pokaż wszystkie;macOS app menu
1041381242;Quit %s;Zakończ %s;macOS app menu
2723994931;The new canvas size is smaller than the current canvas size; some clipping will occur. Proceed?;Rozmiar nowego płótna jest mniejszy niż obecnego. Część obrazu może zostać przycięta. Kontynuować?;
4176105785;Current Size: %s;Aktualny rozmiar: %s;
3576577239;New Size: %s;Nowy rozmiar: %s;
2319013441;Property Bar;Pasek właściwości;
9303759;Button Bar;Pasek przycisków;
181666698;Tools;Narzędzia;
3665999836;Save Palettes Layout;Zapisz układ palet;
217854901;New palette layout;Nowy układ palety;
523973868;Select text color:;Wybierz kolor tekstu:;
2274371078;Regular;Regularna;
63394997;Italic;Kursywa;
2262911997;Bold;Pogrubienie;
1806076683;Bold Italic;Pogrubiona kursywa;
3262803700;Sample;Przykład;
350700876;Thank you for installing %s;Dziękujemy za zainstalowanie %s;
2477023105;This is an unregistered version of %s. Please enter your license key to unlock all features of %s.;To jest niezarejestrowana wersja %s. Wprowadź swój klucz licencyjny, aby odblokować wszystkie funkcje %s.;
2984207593;If you do not have a license key yet, please visit <a href="web">www.artweaver.de</a> to buy a license key or to upgrade a license key from any previous %s version.;Jeśli nie posiadasz jeszcze klucza licencyjnego, odwiedź <a href="web">www.artweaver.de</a>, aby kupić klucz licencyjny lub zaktualizować klucz licencyjny z poprzedniej wersji %s.;
3806030483;You may test %s without requiring a license key for a limited time whereby some features are no longer available after the test period has expired.;Możesz testować %s bez konieczności posiadania klucza licencyjnego przez ograniczony czas, przy czym niektóre funkcje nie będą dostępne po wygaśnięciu okresu testowego.;
4182604768;Enter license key;Wpisz klucz licencyjny;
318691426;Test %s;Testuj %s;
302070467;Please enter your license key for %s below including dashes (-), numbers and letters and click "Next".;Wprowadź swój klucz licencyjny dla %s, uwzględniając myślniki (-), cyfry i litery, a następnie kliknij "Dalej".;
3341891625;You can find this in the confirmation email you have received after buying a %s license.;Możesz go znaleźć w wiadomości e-mail z potwierdzeniem otrzymanym po zakupie licencji %s.;
4251031196;If you need help please visit <a href="web">www.artweaver.de</a> or write an email to <a href="mail">support@artweaver.de.</a>;Jeśli potrzebujesz pomocy, odwiedź stronę <a href="web">www.artweaver.de</a> lub napisz e-mail na adres <a href="mail">support@artweaver.de</a>.;
4209619776;The license key you entered is invalid. Please enter a valid %s license key.;Wprowadzony klucz licencyjny jest nieprawidłowy. Wpisz prawidłowy klucz licencyjny %s.;
2968616411;Thank you for licensing %s;Dziękujemy za zakup licencji %s;
1952562228;This version of %s is fully licensed and all features are available without any restrictions.;Ta wersja %s posiada pełną licencję. Wszystkie funkcje są dostępne bez żadnych ograniczeń.;
2852700399;%d days remaining to test %s;Pozostało %d dni okresu testowego %s;
177153347;The test period has expired;Okres testowy wygasł;
932116825;After the test period the following features are no longer available in %s:;Po okresie testowym następujące funkcje nie będą już dostępne w %s:;
2260725225;The following features are no longer available in %s:;Następujące funkcje nie są już dostępne w %s:;
3311084788;• Save documents;• Zapis dokumentów;
3442432598;• Save presets;• Zapis ustawień predefiniowanych;
1892652179;• Export documents;• Eksport dokumentów;
2554322789;• Save events;• Zapis wydarzeń (eventów);
1821589879;• Print documents;• Wydruk dokumentów;
4228442524;Interface;Interfejs;
3169043848;Painting;Malowanie;
1729169857;File handling;Obsługa plików;
2077747261;Performance;Wydajność;
3312190528;%% (%s of total %s);%% (%s z %s);
3274459286;Transparency && units;Przezroczystość i jednostki;
3090951325;Guides && grid;Siatka i prowadnice;
4281882273;Language;Język;
492842459;Update;Aktualizacja;
2809137135;Advanced;Zaawansowane;
757886936;All warnings, which were hidden by the "Do not show again" option, will be shown again.;Wszystkie ostrzeżenia, które zostały ukryte za pomocą opcji "Nie pokazuj ponownie", zostaną ponownie wyświetlone.;
652087628;Current shortcut set;Aktualny zestaw skrótów;
490982663;Application menu command;Polecenie menu aplikacji;
527707448;Tool palette command;Polecenia narzędzi;
3824745801;Misc command;Różne polecenia;
2170442481;Hand tool;Rączka;
699825733;Zoom tool;Lupa;
1529406031;Brush tool;Pędzel;
3681885835;Dropper tool;Kroplomierz;
571815819;Rotate View tool;Obróć widok;
1255343356;Move tool;Przesunięcie;
2455867209;Shape Selection tool;Wybór kształtu;
660379521;Magic Wand tool;Magiczna różdżka;
4231212950;Lasso tool;Lasso;
4030237468;Crop tool;Kadrowanie;
2593970013;Paint Bucket tool;Wypełnienie;
3616061656;Perspective Grid tool;Siatka perspektywy;
3315793619;Shape tool;Kształt;
2445946666;Gradient tool;Gradient;
3743930072;Text tool;Tekst;
564190265;Eraser tool;Gumka;
233037778;Stamp tool;Stempel;
3027009029;Switch foreground and background colors;Przełącz kolor pierwszoplanowy i kolor tła;
2607453140;Select layer content;Zaznacz zawartość warstwy;
4236970439;Delete selection content;Usuń zaznaczoną zawartość;
591928593;Increase brush size;Zwiększ rozmiar pędzla;
2696883343;Decrease brush size;Zmniejsz rozmiar pędzla;
294796;Increase brush opacity;Zwiększ krycie pędzla;
499842083;Decrease brush opacity;Zmniejsz krycie pędzla;
3399221260;Center document;Wyśrodkuj dokument;
1573945754;Incrase brush grain;Zwiększ ziarno pędzla;
721226632;Decrease brush grain;Zmniejsz ziarno pędzla;
1106927876;Switch brush tool mode;Przełącz tryb pędzla;
1738289584;Reset document rotation;Zresetuj obrót dokumentu;
559092420;Foreground color picker;Próbnik koloru pierwszoplanowego;
2181132696;Background color picker;Próbnik koloru tła;
132497699;Previous document;Poprzedni dokument;
469388560;Next document;Następny dokument;
3012223826;Document zoom in;Powiększ dokument;
1052127466;Document zoom out;Pomniejsz dokument;
265562915;Document rotate CW;Obróć dokument w prawo;
2597592960;Document rotate CCW;Obróć dokument w lewo;
240293034;Document rotate 90°;Obróć dokument o 90°;
173267503;Document rotate 180°;Obróć dokument o 180°;
2910549121;Document rotate 270°;Obróć dokument o 270°;
1952808969;Switch brush tool mirror painting;Przełącz narzędzie do malowania lustrzanego;
2021916544;To edit keyboard shortcuts:;Aby zmienić skróty klawiszowe:;
3859038148;1) Select a set to modify.;1) Wybierz zestaw do modyfikacji.;
1227891827;2) Click on a command and press the keyboard shortcut to assign.;2) Kliknij polecenie i wciśnij skrót klawiszowy do przypisania.;
2564862438;3) Save the set when you are done editing to save all your changes.;3) Po zakończeniu edycji zapisz zestaw, aby zapisać wszystkie zmiany.;
2344240460;The shortcut "%s" is already in use. Please choose another shortcut.;Skrót "%s" jest już w użyciu. Wybierz inny skrót.;
977363317;%s is not a valid shortcut. A valid shortcut must contain the ctrl/shift key or a function key.;%s nie jest prawidłowym skrótem. Prawidłowy skrót musi zawierać klawisz ctrl/shift lub klawisz funkcyjny.;
2259042771;%s is not a valid shortcut. A valid shortcut for tools can only contain chars between A and Z.;%s nie jest prawidłowym skrótem. Prawidłowy skrót dla narzędzi może zawierać wyłącznie znaki od A do Z.;
2015657312;The pressed key cannot be used as shortcut.;Wciśnięty klawisz nie może zostać użyty jako skrót.;
1250789621;Save shortcut set;Zapisz zestaw skrótów;
370215889;That shortcut set already exists. Please choose a different name for this shortcut set.;Ten zestaw skrótów już istnieje. Wybierz inną nazwę dla tego zestawu skrótów.;
1445645331;Delete the shortcut set "%s"?;Usunąć ustawienia skrótu klawiszowego "%s"?;
3511167196;Artweaver Keyboard Shortcuts;Skróty klawiszowe Artweaver;Page Title
471877264;Application menu;Menu aplikacji;Table Title
3268647187;Command;Polecenie;Table Title
1915276892;Shortcut;Skrót;Table Title
167140931;Tool;Narzędzie;Table Title
3857322259;Rename custom palette;Zmień nazwę niestandardowej palety;
2156442286;That custom palette already exists. Please choose a different name for this custom palette.;Ta niestandardowa paleta już istnieje. Wybierz inną nazwę dla tej niestandardowej palety.;
3825843618;Delete the custom palette "%s"?;Usunąć niestandardową paletę "%s"?;
4117113754;Custom palette %d;Niestandardowa paleta %d;
1089773485;New custom palette;Nowa niestandardowa paleta;
474881838;Delete the command "%s"?;Usunąć polecenie "%s"?;
794032457;Rename variant;Zmień nazwę wariantu;
2524746706;That variant already exists. Please choose a different name for this variant.;Ten wariant już istnieje. Wybierz inną nazwę dla tego wariantu.;
2811253052;Rename category;Zmień nazwę kategorii;
2484944877;That category already exists. Please choose a different name for this category.;Ta kategoria już istnieje. Wybierz inną nazwę dla tej kategorii.;
681206727;Rename paper;Zmień nazwę papieru;
1829406559;That paper already exists. Please choose a different name for this paper.;Ten papier już istnieje. Wybierz inną nazwę dla tego papieru.;
4175118320;Rename imagestamp;Zmień nazwę stempla graficznego;
986801946;That imagestamp already exists. Please choose a different name for this imagestamp.;Ten stempel graficzny już istnieje. Wybierz inną nazwę dla tego stempla graficznego.;
343818503;Rename captured;Zmień nazwę przechwycenia;
148646037;That captured already exists. Please choose a different name for this captured.;To przechwycenie już istnieje. Wybierz inną nazwę dla tego przechwycenia.;
2020772464;Rename gradient;Zmień nazwę gradientu;
1369790141;That gradient already exists. Please choose a different name for this gradient.;Ten gradient już istnieje. Wybierz inną nazwę dla tego gradientu.;
2428938001;Rename custom shape;Zmień nazwę niestandardowego kształtu;
3825103595;That custom shape already exists. Please choose a different name for this custom shape.;Ten niestandardowy kształt już istnieje. Wybierz inną nazwę dla tego niestandardowego kształtu.;
345755875;Delete the variant "%s"?;Usunąć wariant "%s"?;
1888132053;Delete the category "%s"?;Usunąć kategorię "%s"?;
2586330743;Delete the paper "%s"?;Usunąć papier "%s"?;
470624613;Delete the imagestamp "%s"?;Usunąć stempel graficzny "%s"?;
1844415397;Delete the captured "%s"?;Usunąć przechwycenie "%s"?;
2283065769;Delete the gradient "%s"?;Usunąć gradient "%s"?;
74552920;Delete the custom shape "%s"?;Usunąć niestandardowy kształt "%s"?;
949990386;Do you want to create your own default for this variant?;Czy chcesz utworzyć własne ustawienia domyślne dla tego wariantu?;
3406662701;Really delete all current variants and restore to original state?;Naprawdę usunąć wszystkie obecne warianty i przywrócić je do stanu pierwotnego?;
3445616620;Imagestamps (*.Ims)|*.ims;Stemple graficzne (*.Ims)|*.ims;Preset import/export dialog filter
1797742090;Captured (*.Cbr)|*.cbr;Przechwycone (*.Cbr)|*.cbr;Preset import/export dialog filter
910033243;Gradients (*.Grd)|*.grd;Gradienty (*.Grd)|*.grd;Preset import/export dialog filter
1919676968;Brushes (*.Pbv)|*.pbv;Pędzle (*.Pbv)|*.pbv;Preset import/export dialog filter
3352120558;ABR Brushes (*.Abr)|*.abr;Pędzle ABR (*.Abr)|*.abr;Preset import/export dialog filter
4253492584;Papers (*.Pap)|*.pap;Papiery (*.Pap)|*.pap;Preset import/export dialog filter
2895651332;Custom Shapes (*.Ash)|*.ash;Niestandardowe kształty (*.Ash)|*.ash;Preset import/export dialog filter
1726700026;Could not complete your request because the preset file is not supported or does not contain any items.;Nie można zrealizować żądania, ponieważ plik ustawień predefiniowanych nie jest obsługiwany lub nie zawiera żadnych elementów.;
1963150587;%d new paper items were successfully imported.;%d nowe elementy papieru zostały pomyślnie zaimportowane.;
1365908643;%d new imagestamp items were successfully imported.;%d nowe elementy stempla graficznego zostały pomyślnie zaimportowane.;
1502464800;%d new gradient items were successfully imported.;%d nowe elementy gradientu zostały pomyślnie zaimportowane.;
1622018045;%d new captured items were successfully imported.;%d nowe elementy przechwycenia zostały pomyślnie zaimportowane.;
3563781222;%d new custom shape items were successfully imported.;%d nowe elementy o niestandardowych kształtach zostały pomyślnie zaimportowane.;
156477654;%d new color set swatches were successfully imported.;%d nowy zestaw próbek kolorów został pomyślnie zaimportowany.;
1200693391;New brushes were imported:;Zaimportowano nowe pędzle:;
579752694;ABR Brush;Pędzel ABR;
3017130091;"%s" in category "%s";"%s" w kategorii "%s";
1702710638;Create new category;Utwórz nową kategorię;
